	T1	n1	T2	n2	T3	n3	T4	n4	T5	n5	T6	n6	T7	n7	T8	n8	T9	n9	T10	n10	T11	n11	T12	n12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	n27	T27	T28	n28	n29	T29	T30	T31	T32	n32	T33	n33	n34	T34	T35	n35	n36	T36	T37	T38	T39	n39	T40	n40
R41941	438.4114	154.5773	170.8636	214.0705	359.7977	296.8796	257.2046	245.3182	342.1796	357.9341	435.6318	333.2023	475.8023	239.5591	302.2614	176.4977	236.0114	202.4591	320.9523	370.7386	319.7023	388.9955	300.875	145.3386	358.0182	157.2227	187.1091	300.1886	415.5864	292.0295	307.7296	308.45	159.1432	312.1455	143.2159	224.8591	249.2909	219.9318	446.0796	247.4546	81.45	680.2296	799.4841	605.7932	576.5114	681.7773	745.9046	350.7705	388.5046	482.8136	423.7227	593.6409	272.325	708.6909	142.5205	401.7273	331.9273	132.8455	257.5114	127.6023	274.1364	362.6023
R42029	15.64265	88.55735	18.08824	28.40735	59.25735	50.30588	51.54118	28.11912	51.21471	63.55735	154.2294	58.93235	113.2471	36.05	83.34265	30.64118	23.94559	16.79265	53.83529	37.41471	63.70588	73	12.92794	7.05588	67.29412	45.07206	47.28824	55.125	39.69265	48.84118	68.55588	91.65588	49.67794	169.0985	32.50735	55.06177	41.125	85.32059	80.93382	65.27206	38.13676	195.2382	190.3603	166.1691	176.6632	194.0147	240.0132	102.9103	81.94706	68.91471	175.5427	347.9544	111.825	121.6588	81.24559	101.3427	81.71471	31.78235	40.83529	69.32794	60.83824	78.95147
R42070	185.2688	296.9563	67.25125	88.5125	335.0988	115.925	237.1075	134.8675	101.475	503.8075	1086.708	360.005	250.5313	98.92625	250.86	57.95875	79.26875	56.55125	100.4388	194.5963	275.5363	346.18	170.6675	62.5775	295.0963	435.695	427.945	445.2363	757.0263	495.4588	388.3425	501.8838	366.1188	671.7125	227.0588	192.5975	673.9513	214.8763	289.8712	176.5038	225.2438	516.5588	191.4613	444.8325	717.8362	395.155	346.5013	327.125	223.665	240.6513	693.5213	474.9063	330.4213	350.3213	819.335	269.5113	427.535	233.7875	220.5125	497.7888	390.4538	315.8225
R42095	47.735	69.57375	24.86	29.36625	67.8375	37.24625	35.02625	32.34625	48.28625	152.61	336.0825	128.7663	44.94875	35.9075	59.8025	37.46375	25.405	27.8525	35.51	52.81875	94.9825	152.1175	56.27125	18.12125	60.38625	70.24625	47.695	98.515	144.0713	127.39	111.89	47.31375	66.5475	98.07	35.03125	44.4025	123.1	40.78375	54.925	51.66875	21.6525	100.795	112.0675	140.88	217.5125	171.1375	170.8587	125.0175	91.955	56.595	135.545	128.8113	56.48125	101.1325	97.6375	27.2625	33.9775	9.655	23.965	90.67875	108.085	84.50125
R42127	284.5875	271.4038	31.5475	134.3375	103.02	23.1825	99.06875	32.7475	386.1725	50.04625	96.89	121.605	83.24375	61.41625	171.3913	129.7	66.50375	27.49875	206.14	44.57875	192.1788	145.9463	42.1475	13.68625	122.1938	224.9275	141.11	344.9713	508.1313	187.3038	211.0575	74.3575	63.63	133.36	297.72	104.535	247.41	152.3213	106.9513	128.8175	170.5625	111.2125	253.47	181.1475	248.885	251.0863	234.7888	142.4575	90.2025	78.20375	164.4613	182.8188	196.1475	143.0888	72.71125	90.7325	57.8025	87.49625	234.5625	150.3763	83.72125	118.215
R42244	188.8763	153.995	75.45875	134.3275	134.1563	30.65375	209.9013	108.145	822.005	114.2725	60.2825	254.8	79.87375	53.48	264.2925	117.9525	67.325	37.75875	149.2563	36.32625	661.6313	218.3188	219.4025	30.74	200.755	557.3913	314.2688	343.2775	836.8563	944.0588	207.7263	54.63875	37.12	343.7175	362.0825	191.2388	512.105	126.9188	161.0788	141.6763	556.1788	204.6213	338.7813	454.1575	207.4813	815.7263	859.3925	396.5063	116.295	39.56625	386.6237	301.6575	226.7675	317.4875	417.5375	143.2463	406.4663	195.0325	115.8688	425.7438	633.9313	179.1638
R42265	177.9368	196.8015	112.3559	145.1559	287.0544	376.9706	143.9574	375.0897	552.5647	404.5809	741.2221	592.7279	426.0971	169.6765	363.1103	122.0132	316.6794	264.3485	387.1971	430.5897	217.1265	357.2177	1015.746	151.5735	752.8044	199.6147	232.5324	501.3177	366.4574	548.675	1140.431	425.6588	338.9897	808.4044	284.4427	404.4985	184.0412	418.1985	525.3279	391.4147	330.5485	558.0735	711.0691	563.7765	871.7044	1184.971	747.1573	362.6	243.7206	463.6132	108.6853	930.8838	391.5985	649.1838	484.8162	474.1662	640.4677	177.2118	842.9015	316.6471	454.2912	610.9662
R42291	184.685	465.8388	105.6513	77.8075	147.8438	149.905	239.4275	238.945	84.3625	591.185	805.4813	369.6538	209.8938	194.6738	245.325	286.025	63.42125	133.5725	92.7225	262.5163	252.3013	429.8338	215.075	119.0488	227.7488	227.3338	257.0288	340.0788	803.8563	536.5488	374.9875	292.9113	269.58	207.3113	222.71	134.8663	551.9563	218.7	367.1188	315.1363	217.225	322.6463	672.075	447.3725	1011.639	406.9588	688.0938	813.0763	425.34	432.785	466.8825	399.4025	281.0938	302.6475	298.215	314.2638	311.4213	165.7388	255.9838	522.7813	296.0013	363.3838
R42374	177.645	199.0625	94.465	159.6588	177.5425	239.455	270.23	252.8313	524.5	341.4063	496.0238	410.0063	231.6563	181.8025	367.7425	260.9588	143.3025	173.2288	289.6375	258.9225	324.6237	199.5663	405.21	75.66375	475.3775	144.14	183.3963	401.575	270.4313	274.9188	390.8963	178.3	248.5725	319.805	208.7388	279.4863	197.3838	303.3075	247.6688	291.6575	114.93	445.2575	506.8075	718.4825	449.735	708.285	1063.613	343.7775	122.0125	203.7125	98.6525	617.6675	254.925	399.0525	234.1825	314.8625	175.5725	109.1213	229.225	99.6825	181.2213	269.6025
R42501	262.7963	200.0188	116.8075	130.7763	296.5688	160.115	266.3125	178.3788	545.6275	221.6725	903.535	239.8488	237.9575	173.7688	490.9413	257.1663	142.7713	104.5088	292.1813	180.7663	156.725	184.6525	197.7213	54.035	792.27	303.69	164.4	656.9463	395.3275	661.175	469.4263	307.5488	500.9138	473.1425	227.5838	487.375	371.3438	322.2388	152.5213	562.9413	212.1638	246.78	443.1225	1181.519	403.1763	960.58	1153.249	199.4425	123.5425	497.1475	685.6988	1234.808	348.7413	254.9475	164.3463	226.075	238.94	330.8588	974.7213	162.155	245.4063	241.8188
R42570	686.3813	934.9475	304.9987	517.7425	679.1413	585.3438	645.7213	1253.858	244.2013	1609.184	2314.633	1121.024	708.9325	679.3825	966.5075	303.505	264.9013	372.0838	331.4163	712.2625	1095.866	1989.328	664.9488	247.42	831.0237	778.46	713.5237	1080.731	1637.359	1573.079	1723.708	579.04	726.6487	843.4475	645.1338	506.9625	879.505	525.8275	761.6913	932.9163	400.3863	870.74	1768.335	1165.908	2422.651	1913.438	1596.303	1613.645	1203.425	1116.421	1485.319	1377.976	844.3725	1469.566	974.045	799.54	768.9575	445.4013	943.3963	1301.661	1042.652	1173.33
R42765	68.38	83.5025	44.21625	78.44	57.6425	42.0775	115.9275	90.10625	130.9963	96.7	224.7113	164.85	75.7325	57.55625	64.4275	36.92375	32.26625	25.86625	54.125	68.77	93.96875	97.36	16.61	12.25875	75.6575	56.9725	51.61875	96.31375	167.4525	171.735	107.1225	66.10375	61.28625	62.95375	52.08375	37.24125	186.305	23.44625	20.3875	68.5675	26.065	107.515	127.4075	110.5275	135.4425	170.6075	70.995	74.755	48.12875	67.14	76.56875	63.10375	48.38	68.1575	114.3263	98.7175	66.325	30.59375	49.0925	73.07375	61.26125	52.23
R42798	46.28	117.9875	49.6175	68.58	391.3925	37.89125	71.48625	92.99125	204.5038	97.65875	280.3725	123.8088	75.2775	76.925	160.0275	77.5825	38.95625	55.125	102.9538	72.79625	124.9863	101.43	83.0675	23.1575	204.7788	64.38375	45.76625	191.5975	148.1925	167.9363	215.1075	130.7125	188.2063	204.2388	134.6263	186.8563	72.2	190.325	83.78875	112.2088	88.64375	159.9363	497.7325	570.455	241.675	505.3975	489.2013	197.1338	89.3925	218.72	173.21	476.8488	119.5575	256.95	210.4113	153.8688	73.31	45.1725	266.2925	116.795	135.9125	163.7313
R42837	139.4975	231.1488	85.7175	81.13875	155.1738	102.9638	168.2438	103.1475	109.4775	292.7913	596.6838	214.3238	236.4138	210.0613	121.905	154.5563	88.96625	58.085	71.8925	178.4675	279.9875	152.5263	175.6625	56.6875	286.0813	176.1263	200.8088	311.1188	736.5313	457.5063	427.5325	176.365	298.6625	299.7088	194.39	189.86	266.2188	344.9575	218.3463	271.0375	147.5563	128.8363	519.405	331.7688	727.3588	434.87	572.415	351.4238	271.015	394.13	260.5688	298.94	175.3813	203.7813	201.0988	184.28	122.2325	125.9788	220.5025	262.7413	185.645	262.0538
R42994	199.9714	261.75	123.4875	142.725	136.6571	152.4536	200.7125	284.1946	162.4107	387.8589	630.6286	226.9607	166.4929	129.5	313.1143	79.31429	34.59821	55.17679	89.71607	168.9018	359.6464	452.2446	96.74286	49.28571	164.9411	133.7964	150.6571	226.8393	491.4893	309.1786	398.8304	129.5018	186.9	211.3821	139.6964	112.9893	455.65	94.90179	158.8393	137.1911	61.34107	185.2929	423.8018	383.0357	496.1286	358.4089	487.3911	482.0714	255.9821	192.8089	341.2161	235.3464	118.8571	378.8661	221.1571	159.0464	113.6214	71.10357	96.61964	277.45	127.0661	194.9964
R43309	480.9071	488.65	286.5607	257.8321	365.3071	212.0071	180.95	289.9643	294.5893	755.7143	1050.804	465.9393	395.9536	270.6786	487.9964	123.875	175.4393	238.575	191.9607	367.4036	775.1286	1342.168	321.2107	206.5821	559.7786	354.4286	303.1143	506.6393	805.3214	622.1571	555.325	330.0357	270.0929	555.8536	237.5464	191.7929	944.1786	216.7214	461.4821	366.1321	120.4571	872.7107	1138.096	1138.55	1654.336	883.1964	1324.332	954.7321	417.3679	621.8143	571.6643	513.1821	235.6179	732.4643	539.4464	326.5464	232.3679	146.7464	412.175	524.2071	213.375	323.0286
R43766	137.4938	82.66406	33.24531	51.85781	55.45469	37.66406	158.1797	181.3375	106.3516	87.67656	178.7141	91.65938	99.48281	107.7141	203.9656	179.7031	79.39219	52.02969	63.33281	57.02031	139.3813	161.0734	97.02656	21.31875	185.7906	28.10781	54.67656	140.8297	96.02969	109.0766	89.66875	61.88438	58.86094	154.3	61.55469	102.2766	69.61562	147.6172	102.3219	141.4516	32.54531	106.8938	310.7469	332.15	249.8797	289.3984	373.1609	115.1344	54.26406	176.6719	126.8594	349.8063	86.33438	186.8031	76.70937	78.49844	22.38438	18.42188	70.61719	64.63594	87.34531	136.8172
R43913	509.205	534.2075	126.4538	227.1763	162.7125	66.39125	335.4138	209.4013	454.7175	281.9625	1437.195	692.325	229.9463	201.3575	365.115	186.975	287.2888	183.395	330.5563	148.945	719.775	420.7213	164.6387	64.6875	353.61	347.95	290.7075	538.005	934.83	1061.34	460.0938	383.7375	318.7888	295.1025	417.1463	248.1	410.795	283.1613	176.4738	587.46	186.2388	356.63	872.9038	1159.936	701.13	1025.113	726.1025	280.3725	326.0875	341.1738	341.4538	549.48	303.6325	171.7425	318.47	195.6875	100.1763	223.53	329.6538	373.6125	408.5163	385.6225
R43914	65.905	121.0563	28.66625	102.4287	153.51	119.44	110.19	159.87	595.89	225.3013	1388.075	271.6025	122.825	94.82375	255.6663	128.025	85.12375	97.24	197.2975	180.4338	98.365	109.1425	574.6688	54.21625	349.2175	185.4375	104.6975	486.1363	219.6213	250.5113	276.585	270.3688	272.3213	322.8213	223.385	273.4725	201.2263	488.3638	228.655	435.0663	186.4212	369.2913	593.8038	617.9475	456.8313	940.355	698.4488	333.2788	151.2788	350.1813	253.1538	540.2013	278.9713	293.2175	217.5175	305.47	217.56	232.4388	824.875	190.56	309.5138	319.88
R43936	82.96125	114.0113	86.97375	23.51375	55.23125	79.48875	66.3125	117.54	87.8775	200.6788	498.0538	129.6838	47.915	28.7275	67.92375	29.855	14.06375	32.035	50.74625	93.0625	100.8863	104.7863	51.90125	16.57625	106.8788	81.0675	102.7613	146.0788	346.7413	228.975	179.1438	126.1663	104.8438	142.9525	52.99	61.34625	246.7763	61.62	88.93875	74.98625	45.44375	97.2175	145.895	105.8575	297.3463	128.6775	326.975	233.2375	85.345	124.6063	68.64125	83.63	83.73375	64.44375	101.12	76.00875	69.69	32.43875	65.52875	124.3275	55.98625	100.0325
R43976	250.6413	272.0913	280.34	204.64	243.3863	203.5563	316.4125	388.2388	306.765	469.3675	1052.641	274.69	162.8625	95.00625	247.855	119.875	49.21875	44.81875	120.1513	304.3325	297.2213	293.465	84.38375	34.72625	280.4138	180.935	186.1113	408.515	730.6788	577.5388	432.1525	244.9575	208.825	386.39	132.37	116.8313	976.7525	119.7338	93.07875	47.20125	46.14375	127.465	80.47125	239.9413	374.735	133.4363	432.8363	417.0938	115.6888	96.4325	184.355	150.0762	79.71375	125.245	119.46	91.92875	95.72	44.49375	71.98	125.5513	87.58125	86.325
R44052	52.52875	53.79375	17.35125	24.605	110.2988	61.68125	105.7238	89.89875	167.2113	227.88	280.8925	149.1488	28.44	35.55	147.0938	54.6675	39.6775	37.125	101.1012	112.1363	71.2075	73.825	68.59875	31.605	159.6087	72.06875	59.0925	171.3425	133.5125	160.4613	152.7488	137.3175	159.18	187.2175	77.47125	155.6875	192.3425	136.5913	98.90125	95.155	77.93375	231.6875	142.915	236.8888	269.0188	289.2975	361.4488	212.2888	74.91875	69.595	77.745	391.3038	168.435	140.7475	55.225	157.57	127.1038	39.7075	170.7863	42.1325	110.7338	143.4275
R44057	41.1	77.33	65.095	90.9525	68.79	50.28125	60.36625	40.36375	37.28875	118.7125	211.1763	47.09625	112.7925	82.82	94.32875	30.76	7.97375	24.39625	30.9825	72.58875	51.19375	90.5	41.31625	17.20875	38.90375	51.46625	83.08	83.805	232.49	112.6163	156.735	96.21125	65.86	90.745	55.595	79.50875	161.61	44.83875	76.17375	131.8975	56.9225	66.50875	210.0875	147.705	194.6163	222.3563	262.665	131.9275	81.33875	74.10125	151.2975	142.0425	67.09625	110.9688	147.7163	81.015	68.37	78.9875	126.8563	106.7788	102.66	68.525
R44072	76.6975	135.9163	99.49875	86.91	161.4588	93.68875	132.145	153.265	57.00375	346.3087	340.215	410.3925	208.78	163.8213	245.1913	93	27.81625	29.4925	62.05	143.7975	121.2338	178.205	66.57125	59.67875	104.9013	114.925	128.4925	182.0525	310.9375	224.66	204.3838	107.1188	118.5788	205.8325	78.585	92.3275	302.5688	62.8775	85.17	146.885	77.3025	101.1538	171.1038	213.6238	164.0875	164.3438	213.4788	228.405	156.025	106.3675	152.8288	106.1275	127.9163	109.755	107.9563	112.735	35.24625	73.64125	93.47125	149.5288	61.18375	83.555
R44112	23.44125	60.3225	43.16125	15.355	68.92	57.1975	6.60875	37.09	81.59375	111.975	223.4013	81.2275	49.57	24.1125	17.065	18.35125	9.3325	10.25	43.06375	52.74375	21.6575	27.65375	42.75125	18.19	56.3175	108.9213	70.94875	93.54625	242.2425	145.1938	95.49625	69.285	50.9075	123.3713	34.57	49.37	232.3375	38.875	52.56625	88.19625	26.6875	97.2575	101.2563	112.7363	191.6413	125.9238	262.3938	195.5263	80.62	136.7588	55.89375	51.8	36.98375	48.61	109.2675	73.53875	53.63	26.15375	51.8	114.15	35.5575	44.435
R44301	26.51912	96.68824	22.86029	26.12794	36.56618	47.85147	24.64412	42.37794	22.17059	158.6529	47.96912	70.18088	25.39265	39.62206	30.58824	34.03382	7.94706	52.24265	23.13088	85.64412	42.52353	136.0074	12.63677	18.74559	52.34706	18.73382	39.54412	51.73382	99.72941	55.08677	47.47059	27.61177	41.02206	24.74265	28.89412	26.00441	26.68677	32.09412	136.1382	27.72353	16.95	66.56471	281.7279	129.4735	231.1177	108.3809	121.1779	287.6221	116.9206	76.53088	86.91765	79.88088	72.75	135.3765	16.21618	73.48677	20.26618	19	33.54706	176.5985	58.12059	87.31912
R44363	117.455	330.775	24.51375	29.9475	205.355	72.92125	99.2525	134.5225	169.5688	406.97	1444.621	127.0263	285.4987	95.8975	141.8188	165.1825	31.45125	100.33	133.7875	185.3663	147.4075	380.9738	120.0825	56.92125	330.2763	165.3938	352.04	219.9988	897.0875	402.215	294.4313	341.18	144.225	324.7013	184.6775	120.2438	695.345	344.9475	231.6813	285.485	82.06625	233.8888	747.8025	1455.601	774.7263	734.2213	2169.924	766.6088	268.9813	150.1525	217.1263	203.5525	163.3563	190.9788	262.1313	225.785	88.32125	75.41625	271.6975	436.525	152.5875	188.6
R44418	134.7863	325.055	120.3388	179.84	272.59	241.8338	281.98	244.1275	112.4725	726.455	651.9138	367.4013	252.3063	250.785	256.8763	229.0713	86.08875	232.4238	119.7913	418.6875	207.795	503.03	187.9575	162.1225	244.705	150.1563	248.3363	268.1375	574.2013	434.7238	377.55	217.2863	202.4088	268.64	113.7688	107.7263	448.59	113.5375	446.6138	68.57625	141.0125	636.5663	129.0063	517.885	824.9588	187.0238	260.78	541.57	145.2163	238.67	238.2013	231.82	218.0338	347.0875	332.2188	277.9975	243.6188	86.7175	170.1387	721.7713	164.4388	226.22
R44628	88.95375	82.21625	112.2225	86.745	91.59375	63.73875	69.1625	80.42625	59.16	184.7613	282.935	117.9113	65.55	52.9275	106.4875	13.9	34.30375	26.43375	26.42875	87.74875	127.2663	149.4813	62.24375	22.66375	92.32125	90.09	75.41875	98.73	228.265	187.65	197.5762	62.8425	98.645	109.5825	87.89125	53.8275	225.8113	56.6875	36.5275	112.2925	36.025	123.5825	209.6625	172.8238	287.895	213.4238	228.5975	182.4988	116.7313	95.115	103.3638	121.4575	97.61	168.035	113.2388	102.3675	144.7088	33.7725	85.83875	146.5825	35.02375	78.75125
R44677	179.2477	258.7591	83.34546	126.0114	104.3091	113.5796	123.9955	146.8136	103.5977	219.5977	441.2886	125.3773	182.25	105.6636	239.6227	80.43636	45.82046	55.98182	94.80455	133.7182	227.8205	363.7023	39.14318	28.9	104.3841	101.1614	94.575	148.4546	321.6386	234.525	318.3886	114.3068	107.2273	186.1659	83.01818	53.60909	267.1227	50.78409	144.1227	173.0636	77.60682	244.3591	454.2	257.4364	456.0114	367.2046	368.6659	386.4705	296.0523	204.5932	264.9682	277.5	168.4909	324.9659	164.0546	179.2023	148.575	64.21136	216.1523	291.3227	105.3977	174.5568
R44740	72.7825	97.8275	34.21625	49.465	80.31	47.77875	76.25875	73.93875	162.6838	83.6525	147.5025	75.39875	99.06875	60.1975	103.3163	38.84	55.1325	39.945	61.96375	66.11625	186.9025	89.74625	87.78875	22.7975	179.1763	60.365	66.3525	200.0688	81.12625	132.4888	277.2938	96.0775	76.18625	236.4488	90.77125	215.8763	56.48375	203.1425	90.29125	126.7213	56.5825	214.4538	313.0263	461.5663	299.5138	419.05	865.615	177.1863	83.9575	219.19	143.06	326.9138	110.1963	181.9938	171.1038	202.5	190.8963	61.22875	351.4513	110.8575	157.765	203.3738
R44770	102.445	77.4125	63.3225	100.1063	160.8138	143.2113	86.38625	114.1563	279.0088	227.0388	330.4563	277.0175	169.2925	149.8413	217.1075	345.7838	295.4925	165.7063	220.58	149.1712	168.7938	86.98125	370.705	99.47625	533.2888	131.225	152.2025	368.7838	202.3938	432.8688	402.8538	157.2975	237.0838	168.6513	150.7788	295.9738	70.3625	360.1663	218.135	293.54	98.6025	249.25	249.815	574.6513	289.4675	774.8188	522.535	74.09625	115.1288	238.7838	88.9325	625.7825	325.505	301.9513	168.7863	186.8538	190.0388	142.5775	534.0388	80.07	118.4413	206.6338
R44863	239.6388	264.59	191.77	172.85	231.4738	204.935	202.5238	286.31	226.84	421.6263	838.6213	336.6513	205.0762	228.5863	325.385	201.31	51.21375	85.13	116.4375	286.4813	450.5888	519.0287	157.1513	86.67625	240.6538	236.4913	213.32	392.675	645.4037	560.8738	293.13	173.6888	171.6763	281.68	179.025	133.4075	557.8688	175.525	214.2488	197.7125	84.725	250.8975	409.0063	380.8875	596.3038	316.8813	919.105	447.4513	206.2538	253.7675	262.5838	254.33	167.02	221.9788	207.3225	217.7975	163.93	99.20875	236.5563	277.1188	141.9888	179.1138
R44884	2079.245	941.3325	294.745	724.2213	525.8475	153.9263	657.48	366.52	978.4825	278.6763	453.75	910.2163	684.4938	631.4563	766.4413	1633.403	124.82	130.0413	477.8163	103.4175	885.575	879.84	578.86	72.0275	1296.95	515.555	659.6075	2076.119	1951.335	1003.376	1330.688	230.9863	405.3188	1355.519	972.7663	739.9463	1196.793	797.8575	789.0675	1979.425	1069.81	451.4063	1011.554	1214.614	1434.349	920.6588	1944.74	666.9875	378.32	895.4888	1036.971	1888.015	1429.818	1242.736	586.0413	384.1675	616.9713	1521.259	1816.644	640.8788	645.8613	674.4738
R44887	145.0375	179.46	95.7025	204.895	83.5075	75.28375	119.225	97.36125	87.3725	170.835	142.04	146.4725	77.6475	95.7325	98.94875	96.455	73.8475	41.455	101.43	49.31125	116.4663	200.7088	50.135	23.68875	177.8163	84.45875	99.55125	241.2988	209.18	229.0125	307.87	60.10625	51.4625	262.4138	75.02125	37.37	91.80875	67.40875	166.5213	160.79	129.19	185.5825	268.3588	119.2813	397.7775	182.6663	255.6875	242.105	171.7	244.445	139.3563	203.7313	141.6075	238.9388	175.3138	128.865	222.0113	125.1325	152.6413	188.78	114.0038	221.56
R44895	150.9775	331.5375	97.97875	102.2025	188.91	145.605	137.1425	95.80625	116.4338	333.565	604.675	225.9588	275.195	145.1038	243.335	125.0975	88.7475	105.0075	145.7688	209.7513	427.3563	487.3413	161.4512	67.95875	329.1813	261.0775	312.375	624.3113	918.9975	724.5813	620.435	366.4838	326.825	569.0063	213.6838	241.0913	341.445	297.1775	280.3163	420.9988	140.785	289.155	638.3275	559.0313	976.5913	755.6625	654.8987	522.0325	311.555	394.8225	348.0013	581.7313	173.3288	318.6237	325.2363	305.595	171.3763	139.9313	516.4738	436.6075	272.4125	323.8813
R45442	56.20238	91.275	18.16786	54.24167	33.90119	23.10476	9.06429	39.8631	80.71071	47.89048	42.24643	81.80476	50.32143	38.81309	76.15119	56.52381	19.86905	20.85595	20.88452	14.21667	55.34524	55.37738	20.2631	7.34048	76.98095	32.98691	43.46548	94.78214	171.6917	65.24286	125.3976	32.52857	26.44881	42.31786	42.93452	24.30357	165.9702	40.71905	111.7548	71.81429	60.4881	99.80119	246.8238	69.41786	205.9762	55.11905	91.05476	181.1631	56.24524	114.5488	33.59405	89.92024	65.44762	149.0262	12.6881	65.6881	53.70476	35.03095	47.09286	109.2131	32.22143	64.96905
R45529	166.2113	144.5375	140.2063	97.95	212.725	218.6813	184.5125	176.7263	212.6025	318.4025	662.1288	114.2013	83.7775	16.20125	95.0325	88.385	14.82	15.27625	109.4613	361.8112	90.22375	126.28	118.465	41.32375	189.27	207.7138	187.6463	270.6988	650.9825	392.94	376.4575	225.585	232.3975	326.0825	156.0588	122.9275	784.275	82.56625	87.21875	135.3363	45.20375	77.35125	304.3525	184.625	261.2363	178.0663	282.2038	277.25	86.20375	77.27	124.5413	126.305	110.315	108.0138	94.46	107.0238	157.2425	51.585	63.72875	75.5975	76.8025	55.71875
R45942	123.2413	120.025	43.16875	95.54125	98.715	115.9825	68.90375	161.8638	311.8463	99.37875	315.7125	129.365	168.0625	96.27625	152.6775	67.59625	93.9275	97.0375	228.9863	162.7263	105.1325	163.3887	136.2075	21.6525	168.9725	90.28	80.23	222.9113	165.0438	216.8213	214.9675	98.36	119.635	179.0462	116.2625	123.8938	109.9575	191.6238	146.715	58.7425	56.98875	208.8863	250.9663	221.8813	214.93	398.275	442.6	172.4913	101.6338	19.13625	108.2638	295.5888	90.605	190.2725	128.1988	129.445	33.49875	37.375	68.3525	82.00625	112.2975	118.4663
